no,2,"true","false",3,3,0.07692017935870761
no,2,"true","true",3,3,0.17294385926982167
no,2,"true","false",3,4,0.07693889000901376
no,2,"true","true",3,4,0.1731970713624569
no,2,"true","false",4,3,0.07693889000901376
no,2,"true","true",4,3,0.1731970713624569
no,2,"true","false",4,4,0.07692017935870761
no,2,"true","true",4,4,0.17294385926982167
low,2,"true","false",3,3,0.1506377063837241
low,2,"true","true",3,3,0.0000030235301097209565
low,2,"true","false",3,4,0.15063770625346068
low,2,"true","true",3,4,0.0012331948927083692
low,2,"true","false",4,3,0.15063770625346068
low,2,"true","true",4,3,0.0012331948927083692
low,2,"true","false",4,4,0.15063748817469552
low,2,"true","true",4,4,0.3949799796191326
mid,2,"true","false",3,3,0.23113017206296424
mid,2,"true","true",3,3,0.00003163822345120428
mid,2,"true","false",3,4,0.2311301718578544
mid,2,"true","true",3,4,0.001969164504375176
mid,2,"true","false",4,3,0.2311301718578544
mid,2,"true","true",4,3,0.001969164504375176
mid,2,"true","false",4,4,0.23113016404425676
mid,2,"true","true",4,4,0.07150935294486861
high,2,"true","false",3,3,0.24298115002900814
high,2,"true","true",3,3,0.00011806981903348755
high,2,"true","false",3,4,0.2429811498172695
high,2,"true","true",3,4,0.002118140362806945
high,2,"true","false",4,3,0.2429811498172695
high,2,"true","true",4,3,0.002118140362806945
high,2,"true","false",4,4,0.24298114750045102
high,2,"true","true",4,4,0.023721052291354454
no,2,"false","false",3,3,0.057176700111482674
no,2,"false","true",3,3,0.12855351170568563
no,2,"false","false",3,4,0.057162764771460386
no,2,"false","true",3,4,0.25710702341137126
no,2,"false","false",4,3,0.057162764771460386
no,2,"false","true",4,3,0.25710702341137126
no,2,"false","false",4,4,0.057176700111482674
no,2,"false","true",4,4,0.12855351170568563
low,2,"false","false",3,3,0.07047214356096723
low,2,"false","true",3,3,0.000001414484149210229
low,2,"false","false",3,4,0.07047208100493405
low,2,"false","true",3,4,0.266664287961793
low,2,"false","false",4,3,0.07047208100493405
low,2,"false","true",4,3,0.266664287961793
low,2,"false","false",4,4,0.0704720414772436
low,2,"false","true",4,4,0.18478166254418565
mid,2,"false","false",3,3,0.07627451699545895
mid,2,"false","true",3,3,0.000010440827308680453
mid,2,"false","false",3,4,0.07627444655377595
mid,2,"false","true",3,4,0.3356465327669483
mid,2,"false","false",4,3,0.07627444655377595
mid,2,"false","true",4,3,0.3356465327669483
mid,2,"false","false",4,4,0.07627451434923135
mid,2,"false","true",4,4,0.023598569186552537
high,2,"false","false",3,3,0.07657223102248863
high,2,"false","true",3,3,0.00003720811041817975
high,2,"false","false",3,4,0.07657215866872763
high,2,"false","true",3,4,0.3430993218646499
high,2,"false","false",4,3,0.07657215866872763
high,2,"false","true",4,3,0.3430993218646499
high,2,"false","false",4,4,0.07657223022564796
high,2,"false","true",4,4,0.007475369574690381
